uic,unit,mcn,dscrp,dscrp_2,dscrp_3,dscrp_4,dscrp_5,dscrp_6,int_by
00246,AIMD NAS NORTH ISLAN,P9A2W4B,REMOVE AND REPLACE SETI 2 HARD DRIVE DUE TO PASSWORD EXPIRATION. DATE: 15MAY25., , , , , ,046AD1 J WAQA
00246,AIMD NAS NORTH ISLAN,P9A2W4C,REMOVE AND REPLACE SETI 2 HARD DRIVE DUE TO PASSWORD EXPIRATION. DATE: 14MAR2025., , , , , ,046AD1 J WAQA
00246,AIMD NAS NORTH ISLAN,P9A2W4X,REMOVE AND REPLACE LH ENGINE SN: GE-E-325421 DUE TO PTM HI TIME., , , , , ,AZ2 MARTINEZ
00246,AIMD NAS NORTH ISLAN,P9A2W6F,Perform 30 Day Inspection on Equipment. Comply with SWING ARM ENGAGING LIFTS.   Next Inspection Due on 03/01/2025 (25060), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2W7J,"Perform 7 Day Inspection on Equipment. Comply with 17-600-778-6-2, MRC(s) 17-5-13.   Next Inspection Due on 02/06/2025 (25037)", , , , , ,AZ2 M JOHNSON
00246,AIMD NAS NORTH ISLAN,P9A2W7P,AGB NRFI DUE TO E AXIS BEING CRACKED, , , , , ,AD2 VANCINI
00246,AIMD NAS NORTH ISLAN,P9A2W8R,"PERFORM PLACE IN SERVICE INSPECTION ON ARSD. IAW NA 13-1-6.17-2-010. POC: PR1 PICENO, HSM-41 7-016", , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2W98,PERFORM 360 DAY INSPECTION LPU-34 IAW NA 13-1-6.1-2. POC PR1 SMITH HSM-49 5-0302. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ], , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2W9H,NEED TO ORDER PART ON BAY TO FIX STATION. CSSG AND GPI RECEIVER ARE NON-RFU, , , , , ,AT3 S WELLER
00246,AIMD NAS NORTH ISLAN,P9A2W9K,RUBIDIUM FAILS CALIBRATION NEED TO REMOVE AND REPLACE., , , , , ,AT3 S WELLER
00246,AIMD NAS NORTH ISLAN,P9A2W9Q,BAY ORDERED TO CREATE LEVEL 2 MAF TO ORDER NEW RUBIDIUM STANDARD FOR STATION., , , , , ,AT3 S WELLER
00246,AIMD NAS NORTH ISLAN,P9A2WA0,UNIT HAS A BROKEN POWER SWITCH., , , , , ,AS2 E AMEGAN
00246,AIMD NAS NORTH ISLAN,P9A2WB0,#2 ENGINE ETF IS .88; ENGINE ETF IS <.90, , , , , ,AZ2 D OBRIEN
00246,AIMD NAS NORTH ISLAN,P9A2WBW,MEPP WON'T START., , , , , ,GS05 M ALVAREZ
00246,AIMD NAS NORTH ISLAN,P9A2WCZ,UNIT DOES NOT START. REPAIR IAW NA 19-45-20., , , , , ,AS1 A PRIEUR
00246,AIMD NAS NORTH ISLAN,P9A2WD1,PERFORM MAJOR ENGINE INSPECTION TYPE B IAW NA A1-T700A-MRC-200., , , , , ,AZ2 D OBRIEN
00246,AIMD NAS NORTH ISLAN,P9A2WD4,PERFORM MAJOR ENGINE INSPECTION TYPE B IAW NA A1-T700A-MRC-200., , , , , ,AZ2 D OBRIEN
00246,AIMD NAS NORTH ISLAN,P9A2WDD,COMPLY WITH P.I.S INSPECTION ON CWU-86 SN: 03295. HSC-23 PR1 CLEMENT 5-7066 [OMA TASK = 030000M (360 DAY INSP (CWU-86/P) ], , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2WDE,COMPLY WITH P.I.S INSPECTION ON SRU-42. HSC-23 PR1 CLEMENT 5-7066 [OMA TASK = 030000Q (AIMD) 720 DAY INSPECTION (SRU-42/P) ], , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2WDP,***POM*** PARTS ONLY MAF, , , , , ,AD2 I KEITT
00246,AIMD NAS NORTH ISLAN,P9A2WE3,***DISCREPANCY*** VELCRO RIPPING ON RIGHT SIDE. HSC-21 POC: PR1 ALEXIS 5-6680, , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2WE9,CSM NRFI DUE TO FAILS MAX POWER CHECK., , , , , ,AD2 A VALDIVIA
00246,AIMD NAS NORTH ISLAN,P9A2WEA,PTM NRFI DUE TO FAILED MAX POWER CHECKS., , , , , ,AD2 A VALDIVIA
00246,AIMD NAS NORTH ISLAN,P9A2WEC,GG ASSY NRFI DUE TO DETERIORATION ON ROTOR BLADES OOL, , , , , ,AD2 A VALDIVIA
00246,AIMD NAS NORTH ISLAN,P9A2WEG,Perform 14 Day Inspection on Equipment. Comply with NA 17-600-767-6-2.   Next Inspection Due on 02/11/2025 (25042), , , , , ,AZ1 C ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2WEM,CSM NRFI DUE TO FAILED MAX POWER CHECKS., , , , , ,AD2 A VALDIVIA
00246,AIMD NAS NORTH ISLAN,P9A2WF0,CSM NRFI DUE TO MEI-B/TAIL PIPE STUDS SHEARED., , , , , ,AD2 H LOPEZ
00246,AIMD NAS NORTH ISLAN,P9A2WF5,PERFORM 720 DAY INSPECTION ON SRU-42 IAW NA 13-1-6.5. POC PR1 EDMUNDS HSC-8. [OMA TASK = 084 (AIMD) 720 DAY INSPECTION (SRU-42/P) ], , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2WF7,***DISCREPANCY*** REINSTALL SECOND STAGE ASSEMBLY TO SRU-42 IAW NA 13-1-6.5. POC PR1 EDMUNDS PHONE 7-1756., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2WFL,"PERFORM 360 DAY INSPECTION ON LPU-34 IAW NA 13-1-6.1-2 POC: PR1 EDMUNDS, HSC-8, PHONE 7-1756. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ]", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2WH3,C/W POWER PLANT CHANGE (PPC) 0032  NOT LATER THAN NEXT ENGINE INDUC.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF AXIS-G DRAIN KITS OR COMPONENTS THEREOF ON ALL T700-GE-401C ENGINES. NLT 321221, , , , , ,AZ2 D OBRIEN
00246,AIMD NAS NORTH ISLAN,P9A2WJM,PERFORM 720 DAY INSPECTION ON SRU-42 IAW NA 13-1-6.5, , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2WKQ,24 FOOT TOWBAR HAS BENT ADAPTER., , , , , ,AS2 B AVILAFLORES
00246,AIMD NAS NORTH ISLAN,P9A2WL8,PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2WLG,"***DISCREPANCY*** SRU-42 FAILED LEAK TEST IAW NA 13-1-6.5 REQUIRES I-LEVEL REPAIR. POC PR1 AQUINO HSC-3, 5-8209 INTIATED BY AZ3 K BRIGGS", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2WLM,PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2WLN,#1 ENGINE LOW POWER CHECK FAILURE, , , , , ,AZ2 D OBRIEN
00246,AIMD NAS NORTH ISLAN,P9A2WLV,C/W POWER PLANT CHANGE (PPC) 0032  NOT LATER THAN NEXT ENGINE INDUC.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF AXIS-G DRAIN KITS OR COMPONENTS THEREOF ON ALL T700-GE-401C ENGINES. NLT 321221, , , , , ,AZ2 D OBRIEN
00246,AIMD NAS NORTH ISLAN,P9A2WMX,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 01 SEP 24.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 D FINN
00246,AIMD NAS NORTH ISLAN,P9A2WNV,W3P1 CONNECTOR SEVERELEY WORN., , , , , ,AT2 J YOUNG
00246,AIMD NAS NORTH ISLAN,P9A2WP3,Perform 728 Day Inspection on FLOODLIGHT SET. Comply with NA 19-600-301-6-2.   Next Inspection Due on 01/31/2027 (27031), , , , , ,AZ2 D BATES
00246,AIMD NAS NORTH ISLAN,P9A2WPD,PERFORM PLACE IN SERVICE INSPECTION ON LPU-34 IAW NA 13-1-6.1-2. [OMA TASK = 082 ((AIMD) 360 DAY INSP - LPU-34( )/P) ], , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2WPE,"PERFORM 360 DAY INSPECTION ON CWU-86 IAW 13-1-6.7-2. POC: PR1 PICENO, HSM-41 7-7016", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2WPZ,2 BROKEN STUDS ENGINE SIDE # 2 TAIL PIPE. REFER TO CARD ABCD-20.3, , , , , ,AZ2 MARTINEZ
00246,AIMD NAS NORTH ISLAN,P9A2WQ6,#1 ENGINE FAILED HIT CHECK ETF .92, , , , , ,AZ1 EZELL
00246,AIMD NAS NORTH ISLAN,P9A2WQ7,"PERFORM PLACE IN SERVICE INSPECTION ON LPU-37. POC: PR1 ONG, HSC-23 5-7066 [OMA TASK = 082 ((AIMD) 360 DAY INSP - LPU-37( )/P) ]", , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2WQB,"PERFORM PLACE IN SERVICE INSPECTION ON LPU-37. POC: PR1 ONG, HSC-23 5-7066 [OMA TASK = 082 ((AIMD) 360 DAY INSP - LPU-37( )/P) ]", , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2WQF,"COMPLY WITH PIS INSPECTION ONCWU-86.POC PR1 CLEMENTS HSC-23, 5-7066 INTIATED BY PR1 K CLEMENTS [OMA TASK = 030000M (360 DAY INSP (CWU-86/P) ]", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2WQK,"COMPLY WITH PIS INSPECTION ON LPU-37.POC PR1 ONG HSC-23, 5-7066 INTIATED BY PR1 B ONG", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2WQL,"COMPLY WITH PIS INSPECTION ON LPU-37.POC PR1 ONG HSC-23, 5-7066 INTIATED BY PR1 B ONG", , , , , ,AOAN DEAN
00246,AIMD NAS NORTH ISLAN,P9A2WSU,PERFORM 365 DAY INSPECTION [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2WSY,PERFORM 364 DAY INSPECTION [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2WT4,PERFORM 364 DAY INSPECTION [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2WT6,PERFORM 364 DAY INSPECTION [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2WT8,PERFORM 364 DAY INSPECTION [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2WTB,PERFORM 364 DAY INSPECTION [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2WTD,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 30JAN25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 C CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2WTE,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 30JAN25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 J AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A2WTF,PERFORM 365 DAY INSPECTION [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2WTG,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 30JAN25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 J AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A2WTH,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 30JAN25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 C CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2WTJ,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 30JAN25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 J AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A2WTL,NO MEDIA IS SHOOTING DURING OPERATION, , , , , ,AZ1 A AYERS
00246,AIMD NAS NORTH ISLAN,P9A2WTP,PERFORM 365 DAY INSPECTION [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ], , , , , ,AZ2 ECHOLS
00246,AIMD NAS NORTH ISLAN,P9A2WTT,"PERFORM 360 DAY INSPECTION ON LPU-37A/P IAW NA 13-1-6.1-2.POC PR1 CASTILLO, HSC-23, 5-7066. INITIATED BY PR1 ONG", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A2WU3,B1 STAND HAS BROKEN HAND RAIL WELD. REPAIR IAW NA 19-15-6., , , , , ,AS2 B AVILAFLORES
00246,AIMD NAS NORTH ISLAN,P9A2WUW,Perform 364 Day Inspection on FLOODLIGHT SET. Comply with NA 19-600-301-6-2.   Next Inspection Due on 02/02/2026 (26033), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A2WVM,PERFORM 360 DAY INSPECTION ON LPU-32 IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ], , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2WXB,B-2 STAND REQUIRES CORROSION TREATMENT AND ASSEMBLY., , , , , ,AS2 S MACKEY
00246,AIMD NAS NORTH ISLAN,P9A2WXD,MEPP HAS FAULTS OUT FOR AC O/U, , , , , ,AS2 GRAVES
00246,AIMD NAS NORTH ISLAN,P9A2WXE,MEPP DOES NOT START. COMPLY WITH NA 19-45-20., , , , , ,AS1 J HARMON
00246,AIMD NAS NORTH ISLAN,P9A2WXF,PROP TRAILER HAS WORN HYDRAULIC BRAKES., , , , , ,AS2 J BYINGTON
00246,AIMD NAS NORTH ISLAN,P9A2WXH,MEPP REQUIRES REMOVAL OF GENERATOR., , , , , ,AS2 J GRAVES
00246,AIMD NAS NORTH ISLAN,P9A2WXJ,UNIT IS LEAKING FROM THE HYDRAULIC FILTER HOUSING. REPAIR IAW NA 19-15BF-110., , , , , ,060AS2 I LASLEY
00246,AIMD NAS NORTH ISLAN,P9A2WXN,BUILD UP AND PRESSURE TEST CROSS-OVER LINES IAW: 01-1A-20. POC: AM2 ASPRER (559) 410-2998/ HSC-21 DET-3/ X2 LINES PRESSURE TO 6000 PSI, , , , , ,AZ2 JOHNSON
00246,AIMD NAS NORTH ISLAN,P9A2WYS,Perform 13 Week Inspection on Equipment. Comply with NA 19-600-200-6-2.   Next Inspection Due on 05/07/2025 (25127), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2WYW,Perform 91 Day Inspection on Equipment. Comply with P9A 19-600-24-6-2.   Next Inspection Due on 05/07/2025 (25127), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2WZM,Perform 91 Day Inspection on Equipment. Comply with P9A 17-600-83-6-2.   Next Inspection Due on 05/06/2025 (25126), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2X00,Perform 182 Day Inspection on ADAPTER  SOF. Comply with AG-000B0-MRC-010.   Next Inspection Due on 08/04/2025 (25216), , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A2X26,PERFORM 364 DAY INSPECTION ON MRS-III IAW NA 19-1-270. HSM-49 [OMA TASK = 030000M (364 DAY INSPECTION) ], , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2X2E,PERFORM 360 DAY INSPECTION ON LPU-34B/P IAW NA 13-1-6.1-2 [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ], , , , , ,AZ2 CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2X2G,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 03FEB25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 C CURIEL
00246,AIMD NAS NORTH ISLAN,P9A2X2N,PERFORM 365 DAY ON BRU-14 IAW NA 11-5E-18., , , , , ,AZ1 A JENKINS
00246,AIMD NAS NORTH ISLAN,P9A2X3X,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X41,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X49,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X4C,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X4D,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINNN
00246,AIMD NAS NORTH ISLAN,P9A2X4E,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X4K,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X4P,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X4U,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X4W,PERFROM 360 DAY INSPECTION ON LPU-34 IAW 13-1-6.1-2., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X51,PERFROM PIS INSPECTION ON LPU-37 IAW NA 13-1-6.1-2, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X52,PERFROM PIS INSPECTION ON LPU-37 IAW NA 13-1-6.1-2, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X53,PERFROM PIS INSPECTION ON LPU-37 IAW NA 13-1-6.1-2, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X54,PERFROM PIS INSPECTION ON LPU-37 IAW NA 13-1-6.1-2, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X55,PERFROM PIS INSPECTION ON LPU-37 IAW NA 13-1-6.1-2, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2X56,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 03 FEB 25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 D FINN
00246,AIMD NAS NORTH ISLAN,P9A2X5H,OUTPUT GAGE IS DUE FOR CALIBRATION., , , , , ,GS12 N RAMIREZ
00246,AIMD NAS NORTH ISLAN,P9A2X5J,#1 SAB AMO INOP SIGNAL GROUND ON AMP READS OL TO ALL GROUNDS***R&R MAYPORT N4337A***7R H 01458294, , , , , ,N68709
00246,AIMD NAS NORTH ISLAN,P9A2X5L,SAS AMP BAD. MAKE RFI***R&R NORFOLK N4338A***7R H 015830602, , , , , ,N00188
00246,AIMD NAS NORTH ISLAN,P9A2X5W,BOMB HOIST HAS KINKED CABLE. COMPLY WITH AG-420BO-S22-00, , , , , ,AS2 M LABIB
00246,AIMD NAS NORTH ISLAN,P9A2X60,JACK TRAILOR HAS WORN TIRE THREAD ON LEFT FRONT TIRE. FIX IAW NA 17-1-129., , , , , ,AS2 B AVILAFLORES
00246,AIMD NAS NORTH ISLAN,P9A2X68,"PERFORM 180 DAY INSPECTION ON NVG IAW NA 16-35AVS9-3. LIFS, BATTERY MOUNT IN BAG; LOW PROFILE BATTERY PACK MOUNTING BRACKET KIT, FORMED LANYARD LOOP, PILE TAPE ATTACHMENT, HOOK TAPE ATTACHMENT, HOOK ADHESIVE BACKED ATTACHMENT NOT IN BAG. POC PR1 AQUINO HS","C:-3, 5-8209.", , , , ,AZ2 PLAYDA
00246,AIMD NAS NORTH ISLAN,P9A2X6N,Perform 5 Year Inspection on TRAILER GROUND. Comply with NA 19-600-431-6-2.   Next Inspection Due on 02/01/2030 (30032), , , , , ,AO1 J DUNCAN
00246,AIMD NAS NORTH ISLAN,P9A2X6W,Perform 3 Month Inspection on Equipment. Comply with HERATHERM OPERATING INST..   Next Inspection Due on 05/02/2025 (25122), , , , , ,AZ2 M JOHNSON
00246,AIMD NAS NORTH ISLAN,P9A2X6X,REPLACE PROOF LOAD GAGE DUE TO FAILED CALIBRATION., , , , , ,AD2 B VELASQUEZ
00246,AIMD NAS NORTH ISLAN,P9A2X7J,REMOVE AND REPLACE A-SUMP OUTPUT DRIVE SHAFT ASSEMBLY DUE TO FAILED OIL FLOW TEST. ACTUAL: .574 GPM AT 75.5 PSI, , , , , ,WG10 J CARPIO
00246,AIMD NAS NORTH ISLAN,P9A2X7L,PERFORM FUNCTIONAL CHECK, , , , , ,AZ1 C ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2X7T,"Perform 5 Year Inspection on Equipment. Comply with , MRC(s) 19-1-272.   Next Inspection Due on 12/24/2029 (29358)", , , , , ,AZ1 C ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2X80,"PERFORM 365 DY INSPECTION ON BOMB RACK SN: GFG043, PN: 549AS400-1 IAW 11-5E-18. POC: AO2 JENKINS, HSM-49, 619-545-0314. [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ]", , , , , ,AZ2 D BASKERVILLE
00246,AIMD NAS NORTH ISLAN,P9A2X82,COMPRESSOR ASSEMBLY NRFI DUE TO BENT VANES, , , , , ,WG10 J CARPIO
00246,AIMD NAS NORTH ISLAN,P9A2X89,"PERFORM 365 DAY INSPECTION ON BOMB RACK SN: SLL0128, PN: 549AS400-1 IAW 11-5E-18. POC: AO2 JENKINS, HSM-49, 619-545-0314. [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ]", , , , , ,AZ2 D BASKERVILLE
00246,AIMD NAS NORTH ISLAN,P9A2X8B,"PERFORM 365 DAY INSPECTION ON BOMB RACK SN: SLL0014, PN: 549AS400-1 IAW 11-53-18. POC: AO2 JENKINS, HSM-49, 619-545-0314. [OMA TASK = 030000M (365 DAY INSPECTION (IMA)) ]", , , , , ,AZ2 D BASKERVILLE
00246,AIMD NAS NORTH ISLAN,P9A2X8E,HOUSING ASSEMBLY IS OOL IAW A1-860QA-260-000., , , , , ,AM2 C ARTHUR
00246,AIMD NAS NORTH ISLAN,P9A2X8M,RESPECTFULLY REQUEST TROUBLESHOOTING ON BLADE FOLD TEST SET SN: H341-00072 FOR INTERMITTENT AC AND DC POWER ISSUES. POC - CIV MARIANO LONGORIA. #5-6818. EMAIL: MARIANO.J.LONGORIA.CTR@US.NAVY.MIL [OMA TASK = 030000B (28 DAY SPECIAL INSPECTION) ], , , , , ,AZ2 MCNORTON
00246,AIMD NAS NORTH ISLAN,P9A2X8T,TOP OFF MRS-III  IAW 19-1-270. HSC-21 POC: PR1 ALEXIS # 5-6680, , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2X91,PERFORM 360 DAY INSP ON LPU-34 IAW NA. 13-1-6.1-2. HSC-8 POC: PR2  BMAMA COMM: 5-3366 [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ], , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2X93,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 25035.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ1 C ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2X97,PERFORM 360 DAY INSP ON LPU-34 B/P IAW NA 13-1-6.1-2. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ], , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2X9P,VELCRO IS NOT ATTACHED. POC: VRM-30 AD1 RUSSELL 4-57660, , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2X9S,VELCRO IS NOT ATTACHED. POC: VRM-30 AD1 RUSSELL 4-57660, , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2XAG,PERFORM 360 DAY INSPECTION ON LPU-37A/P IAW: 13-1-6.1-2. VRM-30 POC AMC PORTIZ COMM: 5-7009. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-37/P) ], , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2XAV,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 5 JAN 25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 D FINN
00246,AIMD NAS NORTH ISLAN,P9A2XD6, , , , , , , 
00246,AIMD NAS NORTH ISLAN,P9A2XDR,***B/A ESATS 015*** PLACE CORRECT PART NUMBER I/O CARD ON ORDER FOR ESATS 015. REFER TO MCN P9A2C2V FOR ORIGINAL BA MAF., , , , , ,AEAN A MADRID
00246,AIMD NAS NORTH ISLAN,P9A2XDW,"Perform 52 Week Inspection on TOOL,LIFTING. Comply with A1-V22AB-TIS-000.   Next Inspection Due on 02/07/2026 (26038)", , , , , ,AD1 R DAVIS
00246,AIMD NAS NORTH ISLAN,P9A2XEA,PERFORM 360 DAY INSP ON LPU-37 A/P IAW NA 13-1-6.1-2., , , , , ,AZ1 ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A2XEF,PERFORM 720 DAY INSP ON LPU-37 A/P IAW NA 13-1-6.1-2., , , , , ,AZ1 ENGRAM
